>>>> bench TAGS: 'alltests x ' SUITE: BenchmarkCodecXSuite
>>>> Skipping - these cannot (en|de)code TestStruc - encode (gcbor, xdr), decode (gcbor, vmsgpack, xdr, sereal)
goos: darwin
goarch: amd64
pkg: github.com/ugorji/go-codec-bench
BenchmarkCodecXSuite/init-metrics/Benchmark__Msgpack____Encode-8         	   10000	    184565 ns/op	   10224 B/op	      75 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Json_______Decode-8        	    2000	    741081 ns/op	  159288 B/op	    1478 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Std_Json___Decode-8        	    1000	   2234843 ns/op	  276336 B/op	    6959 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Gob________Decode-8        	    5000	    405576 ns/op	  256681 B/op	    3261 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__JsonIter___Decode-8        	    2000	    913076 ns/op	  301457 B/op	    7769 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Bson_______Decode-8        	    2000	   1163687 ns/op	  373121 B/op	   15703 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Msgpack____Encode-8     	   10000	    230262 ns/op	   10464 B/op	      77 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Binc_______Encode-8     	    5000	    256026 ns/op	   12787 B/op	      82 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Simple_____Encode-8     	    5000	    252885 ns/op	   10464 B/op	      77 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Cbor_______Encode-8     	   10000	    235676 ns/op	   10464 B/op	      77 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Json_______Encode-8     	    2000	    584982 ns/op	   10592 B/op	      77 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Std_Json___Encode-8     	    3000	    489856 ns/op	   38177 B/op	     825 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Gob________Encode-8     	    5000	    286980 ns/op	  333550 B/op	     959 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__JsonIter___Encode-8     	    2000	    540618 ns/op	  346072 B/op	    3273 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Bson_______Encode-8     	    2000	    775532 ns/op	  715539 B/op	    5629 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__VMsgpack___Encode-8     	    2000	    663159 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Sereal_____Encode-8     	    5000	    377816 ns/op	  297628 B/op	    4286 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Msgpack____Decode-8     	    3000	    510697 ns/op	  161648 B/op	    1495 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Binc_______Decode-8     	    3000	    565269 ns/op	  166672 B/op	    1447 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Simple_____Decode-8     	    3000	    542863 ns/op	  161368 B/op	    1468 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Cbor_______Decode-8     	    3000	    517080 ns/op	  161664 B/op	    1495 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Json_______Decode-8     	    2000	    957512 ns/op	  189328 B/op	    1683 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Std_Json___Decode-8     	    1000	   2345667 ns/op	  536801 B/op	    6972 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Gob________Decode-8     	    5000	    392032 ns/op	  256685 B/op	    3261 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__JsonIter___Decode-8     	    2000	    956416 ns/op	  304105 B/op	    7878 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Bson_______Decode-8     	    2000	   1214181 ns/op	  373121 B/op	   15703 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Msgpack____Encode-8        	   10000	    170615 ns/op	    7456 B/op	      65 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Binc_______Encode-8        	   10000	    187777 ns/op	    9752 B/op	      70 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Simple_____Encode-8        	   10000	    183196 ns/op	    7456 B/op	      65 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Cbor_______Encode-8        	   10000	    177561 ns/op	    7456 B/op	      65 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Json_______Encode-8        	    3000	    488975 ns/op	    7456 B/op	      65 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Std_Json___Encode-8        	    3000	    550739 ns/op	  256049 B/op	     835 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Gob________Encode-8        	    5000	    314302 ns/op	  333553 B/op	     959 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__JsonIter___Encode-8        	    3000	    498528 ns/op	  183552 B/op	    3262 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Bson_______Encode-8        	    2000	    834456 ns/op	  715540 B/op	    5629 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__VMsgpack___Encode-8        	    2000	    674511 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Sereal_____Encode-8        	    3000	    404552 ns/op	  297827 B/op	    4286 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Msgpack____Decode-8        	    5000	    372495 ns/op	  117424 B/op	    1200 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Binc_______Decode-8        	    3000	    437371 ns/op	  123184 B/op	    1253 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Simple_____Decode-8        	    5000	    384482 ns/op	  117424 B/op	    1200 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Cbor_______Decode-8        	    5000	    382712 ns/op	  117424 B/op	    1200 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Json_______Decode-8        	    2000	    732138 ns/op	  154280 B/op	    1464 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Std_Json___Decode-8        	    1000	   2246218 ns/op	  276337 B/op	    6959 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Gob________Decode-8        	    3000	    411516 ns/op	  256681 B/op	    3261 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__JsonIter___Decode-8        	    2000	    934675 ns/op	  301505 B/op	    7769 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Bson_______Decode-8        	    1000	   1193326 ns/op	  373121 B/op	   15703 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Msgpack____Encode-8       	   10000	    174670 ns/op	   10224 B/op	      75 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Binc_______Encode-8       	   10000	    195556 ns/op	   12553 B/op	      80 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Simple_____Encode-8       	   10000	    186860 ns/op	   10224 B/op	      75 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Cbor_______Encode-8       	   10000	    192012 ns/op	   10224 B/op	      75 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Json_______Encode-8       	    3000	    482750 ns/op	   10352 B/op	      75 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Std_Json___Encode-8       	    3000	    546189 ns/op	  256049 B/op	     835 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Gob________Encode-8       	    5000	    298486 ns/op	  333549 B/op	     959 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__JsonIter___Encode-8       	    3000	    485733 ns/op	  183552 B/op	    3262 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Bson_______Encode-8       	    2000	    797028 ns/op	  715539 B/op	    5629 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__VMsgpack___Encode-8       	    2000	    677874 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Sereal_____Encode-8       	    5000	    385342 ns/op	  297334 B/op	    4286 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Msgpack____Decode-8       	    5000	    374963 ns/op	  120352 B/op	    1210 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Binc_______Decode-8       	    3000	    432381 ns/op	  126144 B/op	    1263 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Simple_____Decode-8       	    5000	    401317 ns/op	  120352 B/op	    1210 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Cbor_______Decode-8       	    3000	    386813 ns/op	  120352 B/op	    1210 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Json_______Decode-8       	    2000	    732584 ns/op	  159288 B/op	    1478 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Std_Json___Decode-8       	    1000	   2227547 ns/op	  276337 B/op	    6959 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Gob________Decode-8       	    5000	    395426 ns/op	  256681 B/op	    3261 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__JsonIter___Decode-8       	    2000	    935342 ns/op	  301457 B/op	    7769 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Bson_______Decode-8       	    2000	   1165157 ns/op	  373121 B/op	   15703 allocs/op
PASS
ok  	github.com/ugorji/go-codec-bench	177.889s
>>>> bench TAGS: 'alltests x safe' SUITE: BenchmarkCodecXSuite
>>>> Skipping - these cannot (en|de)code TestStruc - encode (gcbor, xdr), decode (gcbor, vmsgpack, xdr, sereal)
goos: darwin
goarch: amd64
pkg: github.com/ugorji/go-codec-bench
BenchmarkCodecXSuite/init-metrics/Benchmark__Msgpack____Encode-8         	   10000	    231426 ns/op	   16560 B/op	     273 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Binc_______Encode-8         	   10000	    238782 ns/op	   18888 B/op	     278 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Simple_____Encode-8         	   10000	    236215 ns/op	   16560 B/op	     273 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Cbor_______Encode-8         	   10000	    225309 ns/op	   16726 B/op	     325 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Json_______Encode-8         	    3000	    532760 ns/op	   16688 B/op	     273 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Std_Json___Encode-8         	    3000	    524076 ns/op	  256049 B/op	     835 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Gob________Encode-8         	    5000	    270159 ns/op	  333550 B/op	     959 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__JsonIter___Encode-8         	    3000	    482416 ns/op	  183552 B/op	    3262 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Bson_______Encode-8         	    2000	    738158 ns/op	  715539 B/op	    5629 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__VMsgpack___Encode-8         	    2000	    640082 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Sereal_____Encode-8         	    5000	    360772 ns/op	  298759 B/op	    4286 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Msgpack____Decode-8         	    3000	    410519 ns/op	  120416 B/op	    1218 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Binc_______Decode-8         	    3000	    464606 ns/op	  126208 B/op	    1271 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Simple_____Decode-8         	    3000	    409089 ns/op	  120416 B/op	    1218 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Cbor_______Decode-8         	    3000	    409483 ns/op	  120416 B/op	    1218 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Json_______Decode-8         	    2000	    861037 ns/op	  196336 B/op	    5178 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Std_Json___Decode-8         	    1000	   2317429 ns/op	  276336 B/op	    6959 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Gob________Decode-8         	    3000	    386751 ns/op	  256683 B/op	    3261 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__JsonIter___Decode-8         	    2000	    916876 ns/op	  301489 B/op	    7769 allocs/op
BenchmarkCodecXSuite/init-metrics/Benchmark__Bson_______Decode-8         	    2000	   1171707 ns/op	  373123 B/op	   15703 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Msgpack____Encode-8        	   10000	    215650 ns/op	   16560 B/op	     273 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Binc_______Encode-8        	   10000	    226346 ns/op	   18887 B/op	     278 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Simple_____Encode-8        	   10000	    231258 ns/op	   16560 B/op	     273 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Cbor_______Encode-8        	   10000	    214100 ns/op	   16726 B/op	     325 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Json_______Encode-8        	    3000	    517677 ns/op	   16688 B/op	     273 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Std_Json___Encode-8        	    3000	    530670 ns/op	  256049 B/op	     835 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Gob________Encode-8        	    5000	    282020 ns/op	  333546 B/op	     959 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__JsonIter___Encode-8        	    3000	    484077 ns/op	  183552 B/op	    3262 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Bson_______Encode-8        	    2000	    767238 ns/op	  715539 B/op	    5629 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__VMsgpack___Encode-8        	    2000	    645208 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Sereal_____Encode-8        	    5000	    380798 ns/op	  298736 B/op	    4286 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Msgpack____Decode-8        	    3000	    412374 ns/op	  120416 B/op	    1218 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Binc_______Decode-8        	    3000	    465446 ns/op	  126208 B/op	    1271 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Simple_____Decode-8        	    3000	    412449 ns/op	  120416 B/op	    1218 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Cbor_______Decode-8        	    5000	    410511 ns/op	  120416 B/op	    1218 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Json_______Decode-8        	    2000	    856185 ns/op	  196336 B/op	    5178 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Std_Json___Decode-8        	    1000	   2221694 ns/op	  276337 B/op	    6959 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Gob________Decode-8        	    5000	    390264 ns/op	  256679 B/op	    3261 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__JsonIter___Decode-8        	    2000	    907494 ns/op	  301456 B/op	    7769 allocs/op
BenchmarkCodecXSuite/options-false/Benchmark__Bson_______Decode-8        	    2000	   1178557 ns/op	  373121 B/op	   15703 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Msgpack____Encode-8     	    5000	    269526 ns/op	   16800 B/op	     275 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Binc_______Encode-8     	    5000	    285702 ns/op	   19132 B/op	     280 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Simple_____Encode-8     	    5000	    285393 ns/op	   16800 B/op	     275 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Cbor_______Encode-8     	    5000	    271309 ns/op	   16966 B/op	     327 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Json_______Encode-8     	    2000	    628411 ns/op	   16928 B/op	     275 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Std_Json___Encode-8     	    3000	    485102 ns/op	   38104 B/op	     825 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Gob________Encode-8     	    5000	    287273 ns/op	  333549 B/op	     959 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__JsonIter___Encode-8     	    3000	    543548 ns/op	  346072 B/op	    3273 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Bson_______Encode-8     	    2000	    789996 ns/op	  715539 B/op	    5629 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__VMsgpack___Encode-8     	    2000	    659472 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Sereal_____Encode-8     	    5000	    376080 ns/op	  298716 B/op	    4286 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Msgpack____Decode-8     	    3000	    550377 ns/op	  161712 B/op	    1503 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Binc_______Decode-8     	    2000	    598330 ns/op	  166736 B/op	    1455 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Simple_____Decode-8     	    3000	    570030 ns/op	  161432 B/op	    1476 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Cbor_______Decode-8     	    3000	    549311 ns/op	  161712 B/op	    1503 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Json_______Decode-8     	    2000	   1070327 ns/op	  226352 B/op	    5383 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Std_Json___Decode-8     	     500	   2375612 ns/op	  536801 B/op	    6972 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Gob________Decode-8     	    5000	    401236 ns/op	  256682 B/op	    3261 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__JsonIter___Decode-8     	    2000	   1012348 ns/op	  304185 B/op	    7879 allocs/op
BenchmarkCodecXSuite/use-io-not-bytes/Benchmark__Bson_______Decode-8     	    1000	   1231379 ns/op	  373121 B/op	   15703 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Msgpack____Encode-8        	    5000	    229440 ns/op	   13792 B/op	     263 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Binc_______Encode-8        	   10000	    223072 ns/op	   16086 B/op	     268 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Simple_____Encode-8        	   10000	    219389 ns/op	   13792 B/op	     263 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Cbor_______Encode-8        	   10000	    216674 ns/op	   13958 B/op	     315 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Json_______Encode-8        	    3000	    539714 ns/op	   13792 B/op	     263 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Std_Json___Encode-8        	    3000	    564651 ns/op	  256049 B/op	     835 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Gob________Encode-8        	    5000	    313103 ns/op	  333548 B/op	     959 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__JsonIter___Encode-8        	    3000	    501014 ns/op	  183552 B/op	    3262 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Bson_______Encode-8        	    2000	    838903 ns/op	  715540 B/op	    5629 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__VMsgpack___Encode-8        	    2000	    674019 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Sereal_____Encode-8        	    3000	    408741 ns/op	  298951 B/op	    4286 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Msgpack____Decode-8        	    3000	    416414 ns/op	  117488 B/op	    1208 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Binc_______Decode-8        	    3000	    467118 ns/op	  123248 B/op	    1261 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Simple_____Decode-8        	    3000	    415625 ns/op	  117488 B/op	    1208 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Cbor_______Decode-8        	    3000	    415024 ns/op	  117488 B/op	    1208 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Json_______Decode-8        	    2000	    864448 ns/op	  191328 B/op	    5164 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Std_Json___Decode-8        	    1000	   2247038 ns/op	  276337 B/op	    6959 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Gob________Decode-8        	    3000	    412439 ns/op	  256680 B/op	    3261 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__JsonIter___Decode-8        	    2000	    936357 ns/op	  301473 B/op	    7769 allocs/op
BenchmarkCodecXSuite/reset-enc-dec/Benchmark__Bson_______Decode-8        	    2000	   1207875 ns/op	  373122 B/op	   15703 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Msgpack____Encode-8       	   10000	    216370 ns/op	   16560 B/op	     273 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Binc_______Encode-8       	   10000	    225361 ns/op	   18889 B/op	     278 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Simple_____Encode-8       	   10000	    221955 ns/op	   16560 B/op	     273 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Cbor_______Encode-8       	   10000	    212097 ns/op	   16726 B/op	     325 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Json_______Encode-8       	    3000	    515022 ns/op	   16688 B/op	     273 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Std_Json___Encode-8       	    3000	    577113 ns/op	  256049 B/op	     835 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Gob________Encode-8       	    5000	    301458 ns/op	  333548 B/op	     959 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__JsonIter___Encode-8       	    3000	    491763 ns/op	  183552 B/op	    3262 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Bson_______Encode-8       	    2000	    803982 ns/op	  715539 B/op	    5629 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__VMsgpack___Encode-8       	    2000	    660867 ns/op	  320385 B/op	     542 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Sereal_____Encode-8       	    5000	    386643 ns/op	  298643 B/op	    4286 allocs/op
BenchmarkCodecXSuite/intern-strings/Benchmark__Msgpack____Decode-8       	    3000	    416477 ns/op	  120416 B/op	    1218 allocs/op
